X,Y,Z,Porosity,Attr,AI,Sequence,Well
40100,46300,-565.35,46.7,0.896136454466414,,m54,m29
40100,46300,-566.35,46.8,0.9122511216719948,,m54,m29
40100,46300,-567.15,56.1,0.9250266550029672,,m54,m29
40100,46300,-568.65,52.2,0.9472421185978496,,m54,m29
40100,46300,-570.19,51.8,0.9644275991661226,,m54,m29
40100,46300,-571.39,55.4,0.9554908615285468,,m54,m29
40100,46300,-572.59,58.4,0.9465541238909702,,m54,m29
40100,46300,-573.76,54.1,0.9395652358685612,,m54,m29
40100,46300,-575.26,50.3,0.9311282508627827,,m54,m29
40100,46300,-576.16,48.0,0.9230157813977423,,m54,m29
40100,46300,-578.38,51.4,0.8961104445577973,,m54,m29
40100,46300,-579.21,56.1,0.8766361329556175,,m54,m29
40100,46300,-580.75,55.8,0.8354284189223745,,m54,m29
40100,46300,-582.26,55.0,0.786739402303419,,m54,m29
40100,46300,-583.76,49.4,0.7313867312280825,,m54,m29
40100,46300,-585.36,52.8,0.677121213826881,,m54,m29
40100,46300,-585.36,47.9,0.677121213826881,,m54,m29
40100,46300,-588.46,56.4,0.6048361602746303,,m54,m29
40100,46300,-589.96,56.6,0.5894570716974102,,m54,m29
40100,46300,-591.68,53.0,0.6541746793080782,,m54,m29
40100,46300,-592.85,49.4,0.7021277648089064,,m54,m29
40100,46300,-594.61,53.0,0.7954839899950622,,m54,m29
40100,46300,-596.14,55.8,0.8612065692747919,,m54,m29
40100,46300,-597.89,62.7,0.8632160195882211,,m54,m29
40100,46300,-599.46,53.2,0.8383109351789098,,m54,m29
40100,46300,-601.03,56.0,0.7847807574083262,,m54,m29
40100,46300,-602.57,52.1,0.7206495047053706,,m54,m29
40100,46300,-603.76,43.4,0.6661220614498409,,m54,m29
40100,46300,-605.29,40.4,0.604015948527166,,m54,m29
40100,46300,-606.81,43.6,0.5489342199700379,,m54,m29
40100,46300,-608.17,53.6,0.5120900646586922,,m54,m29
40100,46300,-610.41,42.1,0.4680149303759256,,m54,m29
40100,46300,-613.41,40.0,0.4558372895147248,,m54,m29
40100,46300,-614.52,43.4,0.4350497170567498,,m54,m29
40100,46300,-616.18,38.6,0.4102265099429396,,m54,m29
40100,46300,-617.93,41.6,0.4275311695982426,,m54,m29
40100,46300,-619.46,40.6,0.4402280559281584,,m54,m29
40100,46300,-620.97,53.1,0.44925879297093657,,m54,m29
40100,46300,-621.98,48.8,0.45569554168715903,,m54,m29
40100,46300,-623.48,54.3,0.46690174043948557,,m54,m29
40100,46300,-625.13,44.2,0.4984259862705526,,m54,m29
40100,46300,-628.23,40.5,0.6000447013845757,,m54,m29
40100,46300,-629.74,49.1,0.6020163407385458,,m54,m29
40100,46300,-631.86,45.7,0.5788699450015845,,m54,m29
40100,46300,-633.38,38.4,0.5557619038625631,,m54,m29
40100,46300,-634.33,43.5,0.5460004457819191,,m54,m29
40100,46300,-636.23,29.1,0.5341721119967348,4381686.0,m54,m29
40100,46300,-637.3,40.5,0.5848249487670861,,m54,m29
40100,46300,-638.66,44.8,0.6492061244752009,,m54,m29
40100,46300,-640.61,41.9,0.6933777757131269,,m54,m29
40100,46300,-642.12,56.9,0.7017176629186741,,m54,m29
40100,46300,-643.36,56.3,0.6380814539714512,,m54,m29
40100,46300,-650.04,16.2,0.45031649049832373,2898028.0,m54,m29
40100,46300,-650.45,44.0,0.4428136283766422,2973438.0,m54,m29
40100,46300,-651.41,54.4,0.470334621605799,,m54,m29
40100,46300,-651.53,57.5,0.4739493659349323,,m54,m29
40100,46300,-652.56,54.4,0.5049759214266584,2777290.0,m54,m29
40100,46300,-654.09,56.1,0.5596418920573761,,m54,m29
40100,46300,-656.02,58.6,0.6403136388817773,2811874.0,m54,m29
40100,46300,-657.56,55.8,0.6144598872737764,,m54,m29
40100,46300,-658.66,55.1,0.5857155696460742,2812372.0,m54,m29
40100,46300,-660.16,55.0,0.5232703484036596,2810100.0,m54,m29
40100,46300,-661.96,57.1,0.4364445115483864,,m54,m29
40100,46300,-663.52,48.2,0.35560816320432287,,m54,m29
40100,46300,-664.73,38.4,0.29283824844228906,,m54,m29
40100,46300,-665.99,37.7,0.2866720412396393,,m54,m29
40100,46300,-666.88,31.4,0.2871787390873008,4610529.0,m58,m29
40100,46300,-667.78,25.6,0.2891776994795277,4649976.0,m58,m29
40100,46300,-669.13,34.0,0.3374266433578219,,m58,m29
40100,46300,-670.78,25.2,0.39444612280468183,4559577.0,m58,m29
40100,46300,-672.12,24.4,0.4265647250170738,,m58,m29
40100,46300,-672.78,43.5,0.4423843350619822,,m58,m29
40100,46300,-673.92,49.3,0.46267709208182395,,m58,m29
40100,46300,-677.1,55.8,0.48983265181455365,2901182.0,m58,m29
40100,46300,-678.72,56.0,0.50880778926147,,m58,m29
40100,46300,-680.55,57.1,0.5598330185240892,,m58,m29
40100,46300,-681.26,56.8,0.5842316702770535,,m58,m29
40100,46300,-682.96,59.5,0.6090029796887214,2406690.0,m58,m29
40100,46300,-684.47,51.5,0.6003970398560214,,m58,m29
40100,46300,-685.78,47.4,0.6011879156590436,,m58,m29
40100,46300,-686.28,43.6,0.6036083226806922,3855168.0,m58,m29
40100,46300,-687.9,53.2,0.6117434379077978,,m58,m29
40100,46300,-689.22,53.3,0.6325089358166337,,m58,m29
40100,46300,-690.73,51.7,0.6562634069093161,2619232.0,m58,m29
40100,46300,-692.31,45.7,0.5764796250890363,,m58,m29
40100,46300,-693.8,49.9,0.5048288146309311,2688700.0,m58,m29
40100,46300,-695.08,50.3,0.47464622161753883,,m58,m29
40100,46300,-695.41,44.2,0.4668647718562759,,m58,m29
40100,46300,-696.93,37.8,0.43788486347352124,,m58,m29
40100,46300,-698.34,36.8,0.4272711668095984,,m58,m29
40100,46300,-699.84,33.4,0.41754814812488095,,m58,m29
40100,46300,-701.41,39.0,0.41107082332660155,,m58,m29
40100,46300,-702.9,37.6,0.42212112238500404,,m58,m29
40100,46300,-704.56,32.2,0.45956717521359164,4410432.0,m58,m29
40100,46300,-706.06,35.2,0.478827711949582,,m58,m29
40100,46300,-707.25,43.1,0.486980440335745,,m58,m29
40100,46300,-710.97,51.4,0.4899032970021958,,m58,m29
40100,46300,-712.18,54.1,0.49788836153914223,,m58,m29
40100,46300,-713.3,53.2,0.5052794956559856,2887872.0,m58,m29
40100,46300,-714.01,62.6,0.5076672034070048,2789496.0,m58,m29
40100,46300,-714.89,61.9,0.5053402207304415,3046980.0,m58,m29
40100,46300,-716.61,52.1,0.5007920273171587,,m58,m29
40100,46300,-719.66,53.0,0.48401769297875163,,m58,m29
40100,46300,-721.14,55.2,0.5010869680327722,,m58,m29
40100,46300,-725.8,30.2,0.5687365951315998,,m58,m29
40100,46300,-727.31,34.6,0.5754527287419886,,m58,m29
40100,46300,-728.98,45.1,0.5867148159727834,,m58,m29
40100,46300,-730.22,42.7,0.5979161091872222,,m58,m29
40100,46300,-732.35,45.8,0.6044341597464483,,m58,m29
40100,46300,-733.39,38.7,0.6038777953901513,,m58,m29
40100,46300,-734.77,41.9,0.5777659792570892,,m58,m29
40100,46300,-734.91,40.0,0.5736230145333977,,m58,m29
40100,46300,-736.41,40.1,0.5292341067795562,,m58,m29
40100,46300,-737.66,40.5,0.5126373250173148,,m58,m29
40100,46300,-737.96,43.8,0.5106592337962503,,m58,m29
40100,46300,-739.29,43.6,0.5018896960495335,,m58,m29
40100,46300,-741.0,44.1,0.5155637182713977,,m58,m29
40100,46300,-742.51,43.2,0.5335081578403825,,m58,m29
40100,46300,-743.83,39.5,0.5636388827961551,,m58,m29
40100,46300,-747.18,43.7,0.6314174312702157,,m58,m29
40100,46300,-747.21,43.8,0.6319519283850346,,m58,m29
40100,46300,-748.8,41.5,0.6515491929964657,,m58,m29
40100,46300,-753.1,46.2,0.6540278539989143,2881350.0,m58,m29
40100,46300,-754.62,44.5,0.6540278539989143,2964948.0,m58,m29
40100,46300,-756.0,44.2,0.6540278539989143,,m58,m29
